CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
1007,CRAIG.JACKSON@EMAIL2.COM,39,M,S,Engineer,Post College,85849,1,12,0.571429,0,0,0,0,5,0.238095,103,4.904762,5219,248.52381,0,0,0,0,0,0,200,9.52381,21,9.47E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1008,DUSTIN.DENNER@EMAIL1.COM,55,F,M,Financial analyst,College,47084,3,8,1.333333,3,0.5,4,0.666667,4,0.666667,49,8.166667,5462,910.333333,2596,432.666667,2297,382.833333,2596,432.666667,99,16.5,6,9.47E+22,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1009,DUSTIN.POLO@EMAIL3.COM,41,F,M,Accountant,Post College,80998,2,0,0,2,1,2,1,0,0,3,1.5,0,0,948,474,948,474,948,474,7,3.5,2,5.12E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1010,EMMA.ANDERSON@EMAIL2.COM,47,M,S,Engineer,College,53043,1,3,0.75,3,0.75,3,0.75,1,0.25,22,5.5,1677,419.25,1127,281.75,1127,281.75,1127,281.75,54,13.5,4,5.12E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1011,EMMA.KLOVES@EMAIL3.COM,26,F,S,Private Sector,High School,20755,1,3,0.6,0,0,0,0,4,0.8,21,4.2,1527,305.4,0,0,0,0,0,0,40,8,5,7.63E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1012,EMMA.MILLER@EMAIL3.COM,30,F,U,Not employed,Post College,35128,2,3,0.214286,1,0.071429,1,0.071429,4,0.285714,45,3.214286,3027,216.214286,599,42.785714,599,42.785714,599,42.785714,84,6,14,2.64E+22,Buyer,LOW VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
1013,GEORGE.BIRD@EMAIL3.COM,32,M,U,Self Employed,Post College,73853,2,9,1.125,0,0,3,0.375,0,0,36,4.5,7191,898.875,2397,299.625,0,0,2397,299.625,83,10.375,8,2.64E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
1014,GEORGE.BODZ@EMAIL3.COM,24,F,U,Engineer,College,40421,2,16,0.941176,0,0,1,0.058824,2,0.117647,76,4.470588,11314,665.529412,499,29.352941,0,0,499,29.352941,171,10.058824,17,2.64E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
1015,GEORGE.CORTEZ@EMAIL1.COM,64,F,M,Engineer,College,69375,2,25,0.892857,0,0,0,0,7,0.25,129,4.607143,13386,478.071429,0,0,0,0,0,0,272,9.714286,28,2.64E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
1016,GEORGE.CORTEZ@EMAIL2.COM,25,M,U,Engineer,Post College,67888,2,10,0.769231,0,0,1,0.076923,3,0.230769,34,2.615385,5800,446.153846,1199,92.230769,0,0,1199,92.230769,71,5.461538,13,1.72E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
1017,GEORGE.LARTER@EMAIL1.COM,30,M,M,Self Employed,High School,36780,4,6,0.857143,1,0.142857,4,0.571429,3,0.428571,46,6.571429,2814,402,2076,296.571429,899,128.428571,2076,296.571429,91,13,7,1.72E+22,Buyer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
1018,GEORGE.PITT@EMAIL3.COM,40,F,M,Financial analyst,College,77622,3,4,0.571429,0,0,1,0.142857,2,0.285714,31,4.428571,2446,349.428571,299,42.714286,0,0,299,42.714286,65,9.285714,7,8.01E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
1019,GEORGE.TOWB@EMAIL3.COM,43,M,M,Engineer,College,49297,3,5,0.714286,0,0,1,0.142857,0,0,33,4.714286,2615,373.571429,639,91.285714,0,0,639,91.285714,66,9.428571,7,8.01E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
1020,GEORGE.WEBB@EMAIL3.COM,46,M,S,Engineer,Post College,58818,1,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,9,4.5,2,8.01E+22,Visitor,LOW VALUE,MIDDLE INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
1021,GEORGEJACKSON@EMAIL1.COM,35,M,S,Accountant,College,38626,1,0,0,0,0,0,0,0,0,7,1.4,0,0,0,0,0,0,0,0,9,1.8,5,8.01E+22,Visitor,LOW VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
1022,GREG.ANDERSON@EMAIL2.COM,67,F,S,Pharmacist,Post College,115312,1,3,1.5,3,1.5,3,1.5,0,0,22,11,927,463.5,1097,548.5,1097,548.5,1097,548.5,41,20.5,2,8.01E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
1023,GREG.CORTEZ@EMAIL3.COM,48,M,S,Lawyer,Post College,103422,1,10,1,0,0,4,0.4,0,0,64,6.4,3437,343.7,1796,179.6,0,0,1796,179.6,136,13.6,10,2.77E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
1024,GREGORY.BAUER@EMAIL1.COM,25,M,U,Self Employed,College,42979,3,10,1.428571,0,0,0,0,2,0.285714,35,5,4572,653.142857,0,0,0,0,0,0,71,10.142857,7,2.77E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
1025,GREGORY.BRINK@EMAIL2.COM,32,F,U,Doctor,College,53604,2,5,1,0,0,0,0,1,0.2,25,5,2945,589,0,0,0,0,0,0,51,10.2,5,2.77E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
1026,GREGORY.HOUSE@EMAIL1.COM,25,M,U,Professor,College,54262,2,17,0.85,0,0,7,0.35,7,0.35,143,7.15,12243,612.15,6593,329.65,0,0,6593,329.65,305,15.25,20,5.58E+22,Product Viewer,LOW VALUE,MARRIED MEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
1027,GREGORY.HOUSE@EMAIL2.COM,25,M,U,Not employed,College,52111,2,6,1.2,0,0,1,0.2,0,0,39,7.8,3124,624.8,399,79.8,0,0,399,79.8,72,14.4,5,5.58E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
1028,GREGORY.KODJO@EMAIL2.COM,35,F,S,Self Employed,College,45956,1,4,1.333333,0,0,3,1,0,0,22,7.333333,2136,712,1357,452.333333,0,0,1357,452.333333,46,15.333333,3,5.58E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
1029,GREGORY.READY@EMAIL1.COM,38,M,S,Scientist,Post College,80087,1,9,0.5625,0,0,1,0.0625,7,0.4375,59,3.6875,4391,274.4375,149,9.3125,0,0,149,9.3125,131,8.1875,16,5.58E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
1030,GREGORYCORTEZ@EMAIL1.COM,30,F,U,Lawyer,College,44971,2,2,0.4,0,0,0,0,2,0.4,27,5.4,878,175.6,0,0,0,0,0,0,50,10,5,9.22E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
1031,HARVEY.ALBA@EMAIL3.COM,44,F,U,Private Sector,High School,32770,2,5,0.714286,0,0,0,0,1,0.142857,24,3.428571,2535,362.142857,0,0,0,0,0,0,53,7.571429,7,9.22E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1032,HARVEY.BODZ@EMAIL3.COM,45,F,M,Engineer,College,46937,3,0,0,2,0.666667,2,0.666667,0,0,6,2,0,0,598,199.333333,598,199.333333,598,199.333333,10,3.333333,3,9.22E+22,Repeat Buyer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1033,HARVEY.MILLER@EMAIL1.COM,40,F,M,Doctor,College,57097,2,10,0.526316,0,0,1,0.052632,2,0.105263,91,4.789474,7020,369.473684,1299,68.368421,0,0,1299,68.368421,173,9.105263,19,9.22E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1034,HARVEY.WILSON@EMAIL2.COM,26,M,U,Accountant,College,56617,2,5,0.714286,0,0,0,0,3,0.428571,28,4,3495,499.285714,0,0,0,0,0,0,58,8.285714,7,9.22E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1035,HELENA.DENNER@EMAIL1.COM,73,M,S,Self Employed,Post College,129583,1,0,0,6,2,6,2,0,0,8,2.666667,0,0,3334,1111.333333,3334,1111.333333,3334,1111.333333,20,6.666667,3,9.22E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1036,HELENA.WILSON@EMAIL1.COM,50,F,M,Financial analyst,College,84844,6,7,0.583333,3,0.25,3,0.25,4,0.333333,49,4.083333,4108,342.333333,1507,125.583333,1507,125.583333,1507,125.583333,94,7.833333,12,9.22E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
1037,JACOB.BAUER@EMAIL3.COM,43,F,M,Not employed,Post College,61285,4,21,1,0,0,5,0.238095,3,0.142857,122,5.809524,12219,581.857143,3125,148.809524,0,0,3125,148.809524,283,13.47619,21,5.26E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
1038,JACOB.HILLORY@EMAIL2.COM,43,F,M,Not employed,College,82159,3,5,1.666667,0,0,2,0.666667,0,0,29,9.666667,1854,618,578,192.666667,0,0,578,192.666667,58,19.333333,3,5.26E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
1039,JACOB.JACKSON@EMAIL1.COM,29,M,M,Not employed,College,46682,4,4,0.8,3,0.6,3,0.6,2,0.4,32,6.4,1586,317.2,1147,229.4,1147,229.4,1147,229.4,66,13.2,5,9.76E+22,Repeat Buyer,MEDIUM VALUE,MARRIED MEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
1040,JACOB.READY@EMAIL3.COM,25,F,U,Engineer,College,62559,2,23,0.741935,0,0,4,0.129032,6,0.193548,173,5.580645,17897,577.322581,2826,91.16129,0,0,2826,91.16129,358,11.548387,31,9.76E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
1041,JACOB.STILLER@EMAIL1.COM,37,M,S,Professor,Post College,77793,1,3,1,0,0,0,0,0,0,14,4.666667,1297,432.333333,0,0,0,0,0,0,27,9,3,9.76E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
1042,JASON.ROBERTS@EMAIL1.COM,25,F,U,Engineer,College,51576,2,0,0,1,0.5,1,0.5,0,0,3,1.5,0,0,1039,519.5,1039,519.5,1039,519.5,5,2.5,2,9.76E+22,Buyer,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
1043,JESSICA.BAUER@EMAIL1.COM,26,F,S,Doctor,College,16230,1,8,1.333333,3,0.5,4,0.666667,4,0.666667,49,8.166667,4072,678.666667,2776,462.666667,1477,246.166667,2776,462.666667,99,16.5,6,1.50E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
1044,JESSICA.HOUSE@EMAIL2.COM,49,M,S,Engineer,College,75212,1,31,1.033333,0,0,5,0.166667,11,0.366667,154,5.133333,20974,699.133333,3120,104,0,0,3120,104,333,11.1,30,1.50E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
1045,JESSICA.READY@EMAIL2.COM,33,F,U,Professor,College,67228,2,0,0,0,0,0,0,1,0.333333,9,3,0,0,0,0,0,0,0,0,12,4,3,8.16E+22,Visitor,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
1046,KEITH.BAUER@EMAIL3.COM,27,M,S,Engineer,Post College,76540,1,2,0.666667,0,0,0,0,0,0,12,4,1278,426,0,0,0,0,0,0,24,8,3,8.16E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
1047,KEITH.HILLORY@EMAIL2.COM,29,F,U,Doctor,College,22595,2,5,0.833333,0,0,0,0,0,0,28,4.666667,4385,730.833333,0,0,0,0,0,0,67,11.166667,6,8.16E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
1048,KEITH.HOUSE@EMAIL3.COM,52,M,M,Engineer,College,73256,6,2,0.25,0,0,0,0,1,0.125,30,3.75,1048,131,0,0,0,0,0,0,55,6.875,8,8.16E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
1049,KEITH.JACKSON@EMAIL1.COM,41,F,M,Self Employed,High School,25407,2,10,1.428571,0,0,6,0.857143,0,0,72,10.285714,6740,962.857143,2874,410.571429,0,0,2874,410.571429,160,22.857143,7,8.16E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
1050,KEITH.JACKSON@EMAIL2.COM,41,F,M,Financial analyst,College,69350,2,9,0.9,0,0,2,0.2,2,0.2,64,6.4,5491,549.1,948,94.8,0,0,948,94.8,141,14.1,10,7.96E+19,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
1051,KEITH.READY@EMAIL3.COM,33,M,S,Private Sector,High School,16279,1,1,0.2,0,0,0,0,0,0,20,4,299,59.8,0,0,0,0,0,0,45,9,5,5.20E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
1052,MARK.LARTER@EMAIL3.COM,31,M,U,Not employed,Post College,84993,2,45,2.368421,6,0.315789,15,0.789474,17,0.894737,363,19.105263,19607,1031.947368,7047,370.894737,2226,117.157895,7047,370.894737,739,38.894737,19,5.20E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
1053,MICHAEL.BAUER@EMAIL1.COM,44,M,S,Doctor,Post College,60289,1,10,0.714286,0,0,1,0.071429,0,0,56,4,4975,355.357143,199,14.214286,0,0,199,14.214286,105,7.5,14,5.20E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
1054,MICHAEL.BRINK@EMAIL2.COM,30,M,U,Engineer,College,52581,2,8,0.615385,0,0,0,0,7,0.538462,66,5.076923,3474,267.230769,0,0,0,0,0,0,140,10.769231,13,5.20E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
1055,MICHAEL.HOUSE@EMAIL1.COM,43,M,S,Doctor,College,71626,1,10,1.428571,0,0,3,0.428571,3,0.428571,62,8.857143,4277,611,1384,197.714286,0,0,1384,197.714286,121,17.285714,7,5.20E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
1056,MICHAEL.READY@EMAIL2.COM,35,F,S,Financial analyst,Post College,53191,1,2,0.666667,0,0,0,0,0,0,9,3,448,149.333333,0,0,0,0,0,0,15,5,3,5.20E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
1057,MICHAELCORTEZ@EMAIL1.COM,46,F,M,Lawyer,Post College,100729,4,11,1.375,0,0,4,0.5,2,0.25,61,7.625,5439,679.875,2526,315.75,0,0,2526,315.75,133,16.625,8,5.20E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
1058,MILA.ANDERSON@EMAIL2.COM,42,F,M,Professor,College,59028,2,5,0.833333,0,0,1,0.166667,1,0.166667,32,5.333333,2920,486.666667,399,66.5,0,0,399,66.5,64,10.666667,6,5.20E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
1059,OWEN.MILLER@EMAIL3.COM,25,F,U,Financial analyst,College,52649,2,2,0.333333,0,0,0,0,1,0.166667,17,2.833333,1423,237.166667,0,0,0,0,0,0,32,5.333333,6,9.06E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
1060,ROSS.LARTER@EMAIL3.COM,29,M,S,Financial analyst,Post College,62495,1,6,1.5,0,0,0,0,2,0.5,18,4.5,3064,766,0,0,0,0,0,0,38,9.5,4,1.12E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
1061,STEVEN.DENNER@EMAIL2.COM,59,F,M,Private Sector,High School,42821,2,7,1,2,0.285714,2,0.285714,0,0,34,4.857143,1393,199,498,71.142857,498,71.142857,498,71.142857,59,8.428571,7,1.12E+22,Repeat Buyer,LOW VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
1062,STEVEN.WILSON@EMAIL1.COM,38,F,M,Engineer,Post College,86435,5,0,0,2,0.666667,2,0.666667,1,0.333333,7,2.333333,0,0,1278,426,1278,426,1278,426,18,6,3,1.12E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
1063,STUART.DENNER@EMAIL2.COM,44,M,M,Private Sector,High School,24594,4,0,0,2,1,2,1,0,0,6,3,0,0,1378,689,1378,689,1378,689,10,5,2,1.12E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
1064,STUART.TOWB@EMAIL3.COM,54,M,M,Scientist,Post College,74161,3,2,0.666667,1,0.333333,1,0.333333,1,0.333333,10,3.333333,1498,499.333333,229,76.333333,229,76.333333,229,76.333333,19,6.333333,3,1.12E+22,Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
1065,STUART.WILSON@EMAIL1.COM,33,M,M,Private Sector,High School,17084,4,5,0.833333,0,0,0,0,4,0.666667,32,5.333333,2635,439.166667,0,0,0,0,0,0,70,11.666667,6,9.94E+21,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
1066,TERRI.HILLORY@EMAIL1.COM,29,F,S,Engineer,College,22847,1,60,8.571429,12,1.714286,13,1.857143,29,4.142857,536,76.571429,44684,6383.428571,9837,1405.285714,9258,1322.571429,9837,1405.285714,1081,154.428571,7,9.94E+21,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
1067,TREVOR.BIRD@EMAIL3.COM,38,M,M,Lawyer,College,53553,4,3,0.5,0,0,0,0,4,0.666667,32,5.333333,847,141.166667,0,0,0,0,0,0,68,11.333333,6,9.94E+21,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
1068,TREVOR.BODZ@EMAIL3.COM,41,F,M,Doctor,Post College,89486,4,6,0.75,0,0,4,0.5,2,0.25,45,5.625,3184,398,2256,282,0,0,2256,282,103,12.875,8,8.41E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
1069,TREVOR.CORTEZ@EMAIL1.COM,32,F,S,Financial analyst,College,33216,1,19,1.357143,0,0,1,0.071429,7,0.5,85,6.071429,9218,658.428571,499,35.642857,0,0,499,35.642857,182,13,14,8.41E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
